response_id,collection_date,urban_rural,education,income,Vote_Now,Past_Vote,CM_satisfaction,MLA_satisfaction,age,gender,assembly_no,category,weight
6363,5-26-2017,Urban,Graduate,"₹ 5,000 - ₹ 10,000",BJP,JD(U),Fully Satisfied,Somewhat Satisfied,29,Male,151,BC,1.260895538
6364,5-26-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",Undecided,BJP,Somewhat Dissatisfied,Fully Dissatisfied,34,Male,142,EBC,0.355256082
6365,5-26-2017,Urban,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,27,Male,165,BC,0.43544367
6366,5-26-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,26,Male,148,EBC,0.170635437
6367,5-26-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,24,Male,166,EBC,0.617463881
6368,5-26-2017,Rural,Graduate,"BPL/Below ₹ 5,000",JD(U),INC,Somewhat Satisfied,Somewhat Dissatisfied,29,Male,170,BC,0.200388621
6369,5-26-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",JD(U),JD(U),Somewhat Satisfied,Somewhat Dissatisfied,31,Male,168,EBC,0.612215979
6370,5-26-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,25,Male,142,Gen,0.085758481
6371,5-26-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",RJD,RJD,Fully Dissatisfied,Somewhat Dissatisfied,24,Male,143,EBC,0.077983072
6372,5-26-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,21,Male,150,BC,1.812926395
6373,5-26-2017,Urban,10th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,46,Male,143,Gen,0.710518581
6374,5-27-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJJP,BJP,Fully Dissatisfied,Fully Dissatisfied,20,Male,241,Gen,0.085758481
6375,5-27-2017,Rural,Graduate,"BPL/Below ₹ 5,000",JD(U),JD(U),Fully Satisfied,Fully Satisfied,23,Male,146,EBC,0.41686542
6376,5-27-2017,Rural,12th Pass,"₹ 30,000 - ₹ 50,000",NOTA,Others,Fully Dissatisfied,Fully Dissatisfied,19,Male,166,Gen,0.372959249
6377,5-27-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,JD(U),Fully Dissatisfied,Fully Dissatisfied,23,Male,141,Gen,0.185381506
6378,5-27-2017,Rural,Professional Education,"₹ 80,000 - ₹ 1,50,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,32,Male,143,Gen,0.085029609
6379,5-27-2017,Urban,Professional Education,"₹ 20,000 - ₹ 30,000",RJD,BJP,Fully Dissatisfied,Somewhat Satisfied,36,Male,146,Gen,0.085029609
6380,5-27-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,55,Male,167,Gen,1.535906452
6381,5-27-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJJP,RJD,Fully Dissatisfied,Somewhat Dissatisfied,21,Male,167,Gen,0.085758481
6382,5-27-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,24,Male,145,BC,0.254946934
6383,5-27-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",RJJP,BJP,Fully Satisfied,Fully Dissatisfied,31,Male,167,Gen,0.113103472
6384,5-27-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,26,Male,145,Gen,1.797518109
6385,5-27-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",Others,BJP,Fully Dissatisfied,Fully Dissatisfied,30,Male,142,Gen,0.085029609
6386,5-27-2017,Urban,Professional Education,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,28,Male,143,EBC,0.43544367
6387,5-27-2017,Urban,10th Pass,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,22,Male,143,Gen,0.096014801
6388,5-27-2017,Rural,10th Pass,"₹ 5,000 - ₹ 10,000",BJP,JD(U),Somewhat Satisfied,Somewhat Satisfied,30,Male,166,ST,0.174156069
6389,5-27-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",AAP,BJP,Fully Dissatisfied,Fully Dissatisfied,25,Male,142,Gen,0.49609761
6390,5-27-2017,Rural,Graduate,"₹ 1,50,000 & above",BJP,JD(U),Fully Dissatisfied,Fully Dissatisfied,27,Male,167,BC,0.225778088
6391,5-27-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,RJD,Can’t say,Fully Dissatisfied,32,Male,143,BC,0.252780108
6392,5-27-2017,Urban,Post - Graduation,"₹ 50,000 - ₹ 80,000",BJP,BJP,Fully Satisfied,Somewhat Dissatisfied,33,Male,168,Gen,0.085029609
6393,5-27-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJJP,BJP,Fully Dissatisfied,Somewhat Dissatisfied,24,Male,141,Gen,0.085758481
6394,5-27-2017,Rural,12th Pass,"₹ 20,000 - ₹ 30,000",VIP,VIP,Can’t say,Fully Dissatisfied,25,Male,145,Gen,0.372959249
6395,5-27-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,26,Male,166,SC,0.097064836
6396,5-27-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,29,Male,145,Gen,0.085029609
6397,5-27-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,28,Male,167,BC,0.523977414
6398,5-27-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,21,Male,149,EBC,0.10014133
6399,5-27-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",JAP(L),BJP,Fully Dissatisfied,Fully Dissatisfied,25,Male,143,Gen,0.147100996
6400,5-27-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,LJP,Somewhat Satisfied,Fully Dissatisfied,40,Male,167,EBC,0.37646789
6401,5-27-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,27,Male,149,BC,1.797518109
6402,5-27-2017,Urban,Graduate,"BPL/Below ₹ 5,000",NOTA,Did not vote,Can’t say,Fully Dissatisfied,24,Male,165,Gen,0.036329079
6403,5-27-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJJP,BJP,Somewhat Satisfied,Fully Dissatisfied,22,Male,167,Gen,0.085758481
6404,5-27-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",LJP,JD(U),Somewhat Satisfied,Somewhat Satisfied,21,Male,169,BC,0.180517309
6405,5-27-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,22,Male,240,Gen,0.478932597
6406,5-27-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Can’t say,Can’t say,45,Male,168,Gen,0.710518581
6407,5-27-2017,Rural,12th Pass,"₹ 80,000 - ₹ 1,50,000",BJP,BJP,Somewhat Dissatisfied,Somewhat Satisfied,21,Male,149,EBC,0.439176284
6408,5-27-2017,Urban,Professional Education,"₹ 80,000 - ₹ 1,50,000",JD(U),Did not vote,Somewhat Dissatisfied,Fully Dissatisfied,41,Male,169,BC,8.352462357
6409,5-27-2017,Urban,Graduate,"₹ 50,000 - ₹ 80,000",RJD,RJD,Fully Dissatisfied,Somewhat Dissatisfied,25,Male,146,SC,1.110494127
6410,5-27-2017,Urban,Graduate,"₹ 50,000 - ₹ 80,000",Plurals,Did not vote,Fully Dissatisfied,Fully Dissatisfied,23,Male,165,EBC,1.919665465
6411,5-27-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,LJP,Somewhat Satisfied,Fully Dissatisfied,33,Male,148,Gen,0.036020314
6412,5-27-2017,Urban,Graduate,"₹ 5,000 - ₹ 10,000",NOTA,JD(U),Fully Dissatisfied,Fully Satisfied,42,Male,144,Gen,0.710518581
6413,5-27-2017,Rural,12th Pass,"₹ 80,000 - ₹ 1,50,000",NOTA,Did not vote,Somewhat Satisfied,Fully Dissatisfied,18,Male,166,BC,0.88432043
6414,5-27-2017,Rural,10th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,33,Male,144,Gen,0.085029609
6415,5-27-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",NOTA,Did not vote,Fully Dissatisfied,Somewhat Satisfied,20,Male,144,Gen,0.266618987
6416,5-27-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,Did not vote,Somewhat Satisfied,Fully Dissatisfied,22,Male,164,BC,0.535044765
6417,5-27-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",Left Front,Did not vote,Fully Dissatisfied,Fully Dissatisfied,20,Male,142,Gen,0.372959249
6418,5-27-2017,Urban,12th Pass,"₹ 80,000 - ₹ 1,50,000",BJP,Did not vote,Somewhat Dissatisfied,Fully Dissatisfied,20,Male,146,EBC,1.919665465
6419,5-27-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",LJP,Did not vote,Somewhat Satisfied,Can’t say,28,Male,166,SC,1.686890129
6420,5-27-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",JAP(L),JD(U),Can’t say,Fully Dissatisfied,24,Male,168,EBC,0.617463881
6421,5-27-2017,Urban,Post - Graduation,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,22,Male,146,Gen,0.085758481
6422,5-27-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",BJP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,25,Male,148,Gen,0.447538946
6423,5-27-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,30,Male,165,EBC,0.355256082
6424,5-27-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",JD(U),JD(U),Fully Satisfied,Fully Dissatisfied,25,Male,150,EBC,0.038761928
6425,5-27-2017,Urban,Post - Graduation,"₹ 1,50,000 & above",BJP,BJP,Fully Dissatisfied,Can’t say,48,Male,146,Gen,0.945107463
6426,5-27-2017,Urban,12th Pass,"BPL/Below ₹ 5,000",Others,BJP,Fully Dissatisfied,Fully Dissatisfied,40,Male,242,EBC,0.612215979
6427,5-27-2017,Rural,Post - Graduation,"₹ 80,000 - ₹ 1,50,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,31,Male,148,BC,0.225778088
6428,5-27-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,42,Male,241,Gen,0.300990474
6429,5-28-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",BJP,BJP,Fully Dissatisfied,Fully Satisfied,28,Male,168,Gen,0.085029609
6430,5-28-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,31,Male,141,Gen,0.085029609
6431,5-28-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,24,Male,150,SC,0.097896874
6432,5-28-2017,Urban,Post - Graduation,"₹ 1,50,000 & above",BJP,BJP,Somewhat Dissatisfied,Fully Satisfied,27,Male,146,Gen,0.085029609
6433,5-28-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,19,Male,167,Gen,0.085758481
6434,5-28-2017,Urban,12th Pass,"BPL/Below ₹ 5,000",BJP,JD(U),Somewhat Satisfied,Fully Dissatisfied,29,Male,149,BC,0.17898307
6435,5-28-2017,Rural,Graduate,"₹ 1,50,000 & above",RJJP,Did not vote,Fully Dissatisfied,Fully Dissatisfied,22,Male,168,Gen,0.085758481
6436,5-28-2017,Urban,Professional Education,"₹ 10,000 - ₹ 20,000",BJP,LJP,Somewhat Dissatisfied,Fully Dissatisfied,51,Male,166,Gen,1.435229004
6437,5-28-2017,Rural,10th Pass,"₹ 5,000 - ₹ 10,000",BJP,Others,Somewhat Satisfied,Fully Satisfied,22,Male,149,Gen,0.489876917
6438,5-28-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",RJD,JD(U),Somewhat Satisfied,Fully Dissatisfied,38,Male,167,EBC,0.174156069
6439,5-28-2017,Rural,8th Pass,"₹ 10,000 - ₹ 20,000",BJP,LJP,Fully Satisfied,Somewhat Satisfied,40,Male,148,EBC,0.612215979
6440,5-28-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",LJP,BJP,Somewhat Satisfied,Fully Satisfied,33,Male,242,BC,1.260895538
6441,5-28-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",INC,RJD,Fully Dissatisfied,Somewhat Dissatisfied,32,Male,165,EBC,1.420808142
6442,5-28-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,29,Male,170,Gen,0.085029609
6443,5-28-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,27,Male,150,EBC,0.43544367
6444,5-28-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,26,Male,143,Gen,0.085029609
6445,5-28-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",Plurals,NOTA,Fully Dissatisfied,Fully Dissatisfied,42,Male,149,Gen,1.138860184
6446,5-28-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,49,Male,169,BC,1.425852119
6447,5-28-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJD,BJP,Somewhat Dissatisfied,Fully Dissatisfied,29,Male,148,BC,2.415396579
6448,5-28-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,32,Male,148,BC,0.170635437
6449,5-28-2017,Urban,Graduate,"BPL/Below ₹ 5,000",NOTA,BJP,Fully Dissatisfied,Fully Dissatisfied,27,Male,165,BC,0.170635437
6450,5-28-2017,Urban,10th Pass,"₹ 20,000 - ₹ 30,000",RJD,RJD,Somewhat Satisfied,Somewhat Satisfied,41,Male,165,BC,4.378424089
6451,5-28-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",Plurals,JD(U),Fully Dissatisfied,Fully Dissatisfied,24,Male,165,Gen,0.085758481
6452,5-28-2017,Urban,Graduate,"₹ 80,000 - ₹ 1,50,000",BJP,BJP,Fully Satisfied,Somewhat Satisfied,52,Male,165,Gen,0.945107463
6453,5-28-2017,Rural,Graduate,"₹ 1,50,000 & above",RJD,INC,Somewhat Dissatisfied,Fully Dissatisfied,30,Male,240,BC,0.252780108
6454,5-28-2017,Urban,12th Pass,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Can’t say,18,Male,168,Gen,0.185381506
6455,5-28-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Satisfied,Can’t say,30,Male,148,BC,0.170635437
6456,5-28-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJJP,BJP,Fully Dissatisfied,Fully Dissatisfied,35,Male,170,Gen,0.085029609
6457,5-28-2017,Rural,Professional Education,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,26,Male,149,BC,0.981897359
6458,5-28-2017,Rural,Graduate,"₹ 1,50,000 & above",BJP,JD(U),Somewhat Dissatisfied,Somewhat Satisfied,33,Male,144,Gen,0.085029609
6459,5-28-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Fully Dissatisfied,Somewhat Satisfied,57,Male,170,Gen,0.710518581
6460,5-28-2017,Urban,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJD,BJP,Fully Dissatisfied,Somewhat Satisfied,26,Male,146,Gen,0.085029609
6461,5-28-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,28,Male,241,BC,0.225778088
6462,5-28-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,28,Male,146,Gen,0.612215979
6463,5-28-2017,Urban,Professional Education,"₹ 30,000 - ₹ 50,000",NOTA,JD(U),Fully Dissatisfied,Fully Satisfied,24,Male,165,Gen,0.41686542
6464,5-28-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,JD(U),Fully Satisfied,Fully Dissatisfied,26,Male,168,BC,0.609646511
6465,5-28-2017,Urban,Professional Education,"₹ 50,000 - ₹ 80,000",BJP,Did not vote,Fully Dissatisfied,Fully Dissatisfied,29,Male,241,Gen,0.079455986
6466,5-28-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,33,Male,142,Gen,0.085029609
6467,5-28-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,RJD,Somewhat Dissatisfied,Somewhat Satisfied,25,Male,165,BC,0.528468937
6468,5-28-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",JAP(L),BJP,Somewhat Satisfied,Fully Dissatisfied,27,Male,168,Gen,0.085029609
6469,5-28-2017,Urban,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,25,Male,143,Gen,0.085758481
6470,5-28-2017,Rural,Graduate,"BPL/Below ₹ 5,000",NOTA,NOTA,Fully Dissatisfied,Somewhat Satisfied,18,Male,142,SC,0.167921907
6471,5-28-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Dissatisfied,Somewhat Dissatisfied,20,Male,170,BC,0.254946934
6472,5-28-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",RJD,INC,Fully Dissatisfied,Fully Dissatisfied,31,Male,142,EBC,1.797518109
6473,5-28-2017,Urban,Post - Graduation,"₹ 1,50,000 & above",Undecided,JD(U),Fully Dissatisfied,Fully Dissatisfied,35,Male,166,Gen,0.19400569
6474,5-28-2017,Rural,Professional Education,"₹ 80,000 - ₹ 1,50,000",RJD,JD(U),Somewhat Satisfied,Fully Dissatisfied,38,Male,149,BC,0.282025753
6475,5-28-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,HAM,Fully Dissatisfied,Fully Dissatisfied,36,Male,164,Gen,0.47486209
6476,5-28-2017,Rural,Professional Education,"₹ 5,000 - ₹ 10,000",BJP,JD(U),Fully Satisfied,Fully Satisfied,44,Male,144,Gen,0.710518581
6477,5-28-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,JD(U),Fully Dissatisfied,Fully Satisfied,40,Male,164,BC,0.282025753
6478,5-28-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,21,Male,149,BC,0.254946934
6479,5-28-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",BJP,JD(U),Somewhat Satisfied,Fully Dissatisfied,31,Male,149,Gen,0.183805925
6480,5-28-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",BJP,LJP,Fully Satisfied,Somewhat Dissatisfied,20,Male,243,Gen,0.036329079
6481,5-28-2017,Urban,10th Pass,"₹ 5,000 - ₹ 10,000",RJD,RJD,Can’t say,Can’t say,35,Male,242,EBC,0.462753889
6482,5-28-2017,Rural,12th Pass,"₹ 80,000 - ₹ 1,50,000",BJP,JD(U),Somewhat Satisfied,Fully Dissatisfied,25,Male,144,Gen,0.085758481
6483,5-28-2017,Urban,Graduate,"BPL/Below ₹ 5,000",Plurals,BJP,Fully Dissatisfied,Fully Dissatisfied,25,Male,146,Gen,0.085758481
6484,5-28-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJJP,HAM,Fully Dissatisfied,Fully Dissatisfied,40,Male,149,Gen,0.47486209
6485,5-28-2017,Rural,Graduate,"₹ 80,000 - ₹ 1,50,000",BJP,BJP,Somewhat Satisfied,Fully Satisfied,22,Male,151,Gen,0.637059726
6486,5-28-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,28,Male,242,EBC,0.612215979
6487,5-28-2017,Urban,Graduate,"₹ 1,50,000 & above",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,25,Male,165,Gen,0.249142324
6488,5-28-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,20,Male,150,Gen,0.080137081
6489,5-28-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",INC,INC,Somewhat Satisfied,Fully Dissatisfied,28,Male,167,Gen,0.197333564
6490,5-28-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",INC,NOTA,Fully Dissatisfied,Fully Dissatisfied,29,Male,168,Gen,0.197333564
6491,5-28-2017,Urban,12th Pass,"₹ 5,000 - ₹ 10,000",BSP,JD(U),Fully Satisfied,Fully Dissatisfied,35,Male,144,BC,0.17898307
6492,5-28-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",JAP(L),Others,Fully Dissatisfied,Somewhat Satisfied,21,Male,146,BC,0.990314163
6493,5-28-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJJP,JD(U),Somewhat Satisfied,Somewhat Satisfied,37,Male,169,Gen,0.085029609
6494,5-28-2017,Rural,8th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,34,Male,167,BC,0.282025753
6495,5-28-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",RJD,JD(U),Somewhat Satisfied,Fully Dissatisfied,25,Male,149,Gen,0.967445808
6496,5-28-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",Others,JD(U),Somewhat Satisfied,Fully Dissatisfied,30,Male,147,EBC,2.662495988
6497,5-28-2017,Urban,Post - Graduation,"₹ 80,000 - ₹ 1,50,000",BJP,JD(U),Somewhat Satisfied,Somewhat Dissatisfied,58,Male,149,Gen,0.710518581
6498,5-28-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",RJJP,BJP,Fully Dissatisfied,Somewhat Satisfied,25,Male,149,Gen,0.085758481
6499,5-28-2017,Urban,Post - Graduation,"₹ 10,000 - ₹ 20,000",BJP,BJP,Fully Satisfied,Somewhat Dissatisfied,61,Male,168,Gen,0.300990474
6500,5-28-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",JD(U),JD(U),Fully Satisfied,Fully Dissatisfied,55,Male,241,Gen,3.968009986
6501,5-28-2017,Rural,12th Pass,"₹ 20,000 - ₹ 30,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,30,Male,165,BC,0.252780108
6502,5-28-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",INC,NOTA,Fully Dissatisfied,Somewhat Dissatisfied,29,Male,168,Gen,0.197333564
6503,5-28-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Fully Satisfied,Somewhat Dissatisfied,26,Male,168,Gen,0.085029609
6504,5-28-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Satisfied,Somewhat Satisfied,20,Male,145,Gen,0.080137081
6505,5-28-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",JD(U),Did not vote,Somewhat Satisfied,Fully Dissatisfied,24,Male,149,EBC,0.617463881
6506,5-28-2017,Urban,Graduate,"₹ 80,000 - ₹ 1,50,000",JD(U),JD(U),Fully Dissatisfied,Somewhat Satisfied,30,Male,149,BC,0.282025753
6507,5-28-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",JD(U),JD(U),Fully Satisfied,Somewhat Dissatisfied,30,Male,149,EBC,1.983987075
6508,5-28-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",INC,BJP,Somewhat Dissatisfied,Somewhat Satisfied,40,Male,168,Gen,0.197333564
6509,5-28-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,BJP,Fully Dissatisfied,Somewhat Satisfied,27,Male,167,Gen,0.631645276
6510,5-28-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,Did not vote,Somewhat Dissatisfied,Somewhat Dissatisfied,23,Male,242,BC,1.271703907
6511,5-28-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,30,Male,151,Gen,0.369789422
6512,5-28-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,36,Others,150,SC,2.467502545
6513,5-28-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",JD(U),JD(U),Somewhat Dissatisfied,Fully Dissatisfied,32,Male,143,Gen,0.183805925
6514,5-28-2017,Urban,Post - Graduation,"₹ 10,000 - ₹ 20,000",BJP,BJP,Fully Satisfied,Somewhat Satisfied,62,Male,168,Gen,0.300990474
6515,5-28-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",NOTA,Did not vote,Fully Dissatisfied,Fully Satisfied,22,Male,168,Gen,0.266618987
6516,5-28-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",BJP,BJP,Fully Satisfied,Fully Dissatisfied,35,Male,168,BC,0.413322429
6517,5-28-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,25,Male,148,BC,0.254946934
6518,5-28-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,23,Male,164,EBC,0.98094087
6519,5-29-2017,Rural,Professional Education,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,27,Male,167,EBC,0.959223366
6520,5-29-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",JD(U),BJP,Fully Satisfied,Fully Dissatisfied,35,Male,168,Gen,0.085029609
6521,5-29-2017,Rural,10th Pass,"₹ 30,000 - ₹ 50,000",Plurals,JD(U),Somewhat Dissatisfied,Somewhat Dissatisfied,19,Male,168,Gen,0.185381506
6522,5-29-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJJP,BJP,Fully Dissatisfied,Fully Dissatisfied,31,Male,142,Gen,0.085029609
6523,5-29-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",JD(U),BJP,Fully Dissatisfied,Can’t say,32,Male,151,Gen,0.085029609
6524,5-29-2017,Urban,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Dissatisfied,Somewhat Dissatisfied,31,Male,143,SC,2.125874336
6525,5-29-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",NOTA,BJP,Fully Dissatisfied,Fully Satisfied,30,Male,146,Gen,0.085029609
